,index,ID,Age,Age_group,Education,Children,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Expenses,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumAllPurchases,NumStorePurchases,NumWebVisitsMonth
1840,1883,6461,45,Gen X,Postgraduate,1,Single,62772.0,2013-05-19,74.0,581.0,49.0,157.0,43.0,8.0,108.0,946.0,1.0,5.0,6.0,22.0,11.0,2.0
1841,1884,7679,29,Millenials,Postgraduate,0,Single,30298.0,2014-05-19,48.0,6.0,3.0,12.0,6.0,1.0,0.0,28.0,1.0,1.0,1.0,5.0,3.0,3.0
1842,1885,10702,30,Millenials,Undergraduate,1,Single,52413.0,2012-03-11,67.0,185.0,8.0,133.0,56.0,56.0,12.0,450.0,2.0,7.0,1.0,15.0,7.0,7.0
1843,1886,7505,57,Gen X,Postgraduate,2,Married,44155.0,2014-01-19,24.0,22.0,1.0,9.0,0.0,0.0,14.0,46.0,1.0,1.0,1.0,4.0,2.0,4.0
1844,1887,5113,43,Gen X,Postgraduate,0,Divorced,86979.0,2013-07-11,67.0,584.0,100.0,835.0,65.0,83.0,35.0,1702.0,1.0,5.0,5.0,15.0,5.0,2.0
1845,1888,10858,39,Millenials,Undergraduate,2,Married,76532.0,2013-09-09,38.0,355.0,30.0,177.0,90.0,138.0,30.0,820.0,4.0,9.0,5.0,21.0,7.0,5.0
1846,1889,2961,32,Millenials,Undergraduate,1,Married,42081.0,2013-02-26,86.0,175.0,10.0,110.0,54.0,6.0,27.0,382.0,2.0,6.0,3.0,13.0,4.0,6.0
1847,1890,2747,26,Millenials,Postgraduate,0,Married,67546.0,2012-08-31,90.0,864.0,134.0,768.0,150.0,38.0,172.0,2126.0,1.0,4.0,10.0,19.0,5.0,3.0
1848,1891,3010,25,Gen Z,Postgraduate,0,Married,88420.0,2014-02-05,87.0,957.0,153.0,612.0,99.0,95.0,153.0,2069.0,1.0,4.0,7.0,19.0,8.0,1.0
1849,1892,5790,29,Millenials,Undergraduate,1,Married,31158.0,2013-01-27,62.0,25.0,6.0,16.0,20.0,0.0,5.0,72.0,2.0,2.0,0.0,5.0,3.0,8.0
1850,1893,6892,46,Gen X,Undergraduate,1,Divorced,61671.0,2014-03-06,23.0,641.0,7.0,56.0,0.0,0.0,28.0,732.0,8.0,10.0,4.0,20.0,6.0,8.0
1851,1894,1743,40,Millenials,Undergraduate,0,Single,69719.0,2014-05-26,99.0,273.0,86.0,208.0,177.0,14.0,43.0,801.0,1.0,2.0,3.0,10.0,5.0,1.0
1852,1895,3578,65,Boomers,Undergraduate,1,Divorced,49160.0,2013-10-20,29.0,122.0,21.0,43.0,25.0,10.0,15.0,236.0,2.0,3.0,1.0,10.0,6.0,6.0
1853,1896,8462,36,Millenials,Undergraduate,1,Married,24882.0,2012-09-09,52.0,1.0,4.0,10.0,29.0,0.0,36.0,80.0,1.0,1.0,1.0,4.0,2.0,6.0
1854,1897,5558,60,Boomers,Postgraduate,0,Single,90933.0,2014-03-31,90.0,1020.0,31.0,430.0,62.0,63.0,79.0,1685.0,1.0,4.0,6.0,14.0,4.0,1.0
1855,1898,4619,69,Boomers,Postgraduate,0,Single,113734.0,2014-05-28,9.0,6.0,2.0,3.0,1.0,262.0,3.0,277.0,0.0,27.0,0.0,27.0,0.0,1.0
1856,1899,8780,64,Boomers,Postgraduate,1,Married,59292.0,2013-06-13,71.0,378.0,14.0,68.0,19.0,14.0,14.0,507.0,2.0,3.0,5.0,16.0,8.0,3.0
1857,1900,10789,50,Gen X,Postgraduate,2,Married,45759.0,2013-02-23,13.0,42.0,1.0,18.0,3.0,0.0,4.0,68.0,2.0,2.0,0.0,5.0,3.0,7.0
1858,1901,10779,31,Millenials,Undergraduate,0,Single,22148.0,2014-04-13,16.0,15.0,5.0,14.0,0.0,4.0,11.0,49.0,1.0,1.0,0.0,4.0,3.0,7.0
1859,1902,5896,27,Millenials,Postgraduate,0,Married,73395.0,2014-03-18,94.0,272.0,7.0,80.0,20.0,7.0,11.0,397.0,1.0,4.0,4.0,14.0,6.0,2.0
1860,1903,2337,43,Gen X,Undergraduate,1,Divorced,29819.0,2013-10-24,77.0,9.0,1.0,24.0,2.0,1.0,2.0,39.0,3.0,3.0,0.0,6.0,3.0,6.0
1861,1904,10951,46,Gen X,Undergraduate,1,Married,45688.0,2014-01-25,20.0,279.0,0.0,18.0,0.0,0.0,9.0,306.0,2.0,3.0,1.0,12.0,8.0,4.0
1862,1905,544,60,Boomers,Undergraduate,0,Married,62820.0,2013-11-05,51.0,398.0,61.0,265.0,138.0,61.0,53.0,976.0,1.0,3.0,4.0,13.0,6.0,1.0
1863,1906,17,43,Gen X,Postgraduate,1,Married,60491.0,2013-06-09,81.0,637.0,47.0,237.0,12.0,19.0,76.0,1028.0,4.0,6.0,11.0,24.0,7.0,5.0
1864,1907,10680,28,Millenials,Undergraduate,1,Married,33235.0,2014-05-02,71.0,45.0,0.0,16.0,2.0,1.0,6.0,70.0,1.0,3.0,0.0,6.0,3.0,7.0
1865,1908,3265,55,Gen X,Undergraduate,0,Married,35701.0,2013-03-19,36.0,21.0,1.0,9.0,7.0,3.0,5.0,46.0,1.0,1.0,0.0,4.0,3.0,6.0
1866,1909,5623,34,Millenials,Postgraduate,1,Married,31535.0,2013-09-26,95.0,15.0,4.0,13.0,0.0,0.0,19.0,51.0,1.0,1.0,1.0,4.0,2.0,7.0
1867,1910,5832,54,Gen X,Postgraduate,0,Married,92556.0,2014-04-20,32.0,493.0,183.0,352.0,184.0,23.0,28.0,1263.0,0.0,3.0,5.0,21.0,13.0,0.0
1868,1911,5544,44,Gen X,Undergraduate,1,Single,67384.0,2012-10-11,32.0,957.0,40.0,175.0,158.0,53.0,107.0,1490.0,2.0,7.0,8.0,20.0,5.0,5.0
1869,1912,6417,43,Gen X,Postgraduate,0,Married,80573.0,2012-10-14,85.0,829.0,138.0,430.0,60.0,92.0,15.0,1564.0,1.0,4.0,6.0,23.0,13.0,2.0
1870,1913,5831,47,Gen X,Undergraduate,1,Married,77870.0,2012-08-22,93.0,1017.0,50.0,500.0,65.0,50.0,133.0,1815.0,3.0,5.0,5.0,15.0,5.0,8.0
1871,1914,7101,51,Gen X,Postgraduate,1,Divorced,52278.0,2013-01-25,24.0,953.0,0.0,71.0,0.0,0.0,174.0,1198.0,6.0,10.0,5.0,25.0,10.0,8.0
1872,1915,10176,46,Gen X,Undergraduate,1,Single,57107.0,2012-08-24,44.0,159.0,0.0,120.0,0.0,0.0,137.0,416.0,7.0,4.0,4.0,16.0,8.0,8.0
1873,1916,2326,24,Gen Z,Undergraduate,0,Married,18929.0,2013-02-16,15.0,32.0,0.0,8.0,23.0,4.0,18.0,85.0,1.0,1.0,0.0,5.0,4.0,6.0
1874,1917,4385,33,Millenials,Postgraduate,1,Single,36038.0,2013-05-31,82.0,23.0,0.0,15.0,0.0,2.0,7.0,47.0,2.0,3.0,0.0,6.0,3.0,6.0
1875,1918,2929,38,Millenials,Undergraduate,0,Single,20180.0,2013-02-20,27.0,18.0,42.0,24.0,15.0,20.0,18.0,137.0,1.0,2.0,1.0,7.0,4.0,7.0
1876,1919,10686,49,Gen X,Postgraduate,2,Married,34230.0,2012-12-26,72.0,15.0,0.0,4.0,0.0,0.0,2.0,21.0,1.0,1.0,0.0,3.0,2.0,7.0
1877,1920,2546,37,Millenials,Postgraduate,1,Single,31878.0,2014-06-22,7.0,23.0,4.0,5.0,10.0,5.0,23.0,70.0,1.0,1.0,0.0,5.0,4.0,3.0
1878,1921,3283,42,Gen X,Postgraduate,1,Married,70932.0,2014-01-19,57.0,200.0,193.0,100.0,46.0,185.0,185.0,909.0,2.0,6.0,2.0,20.0,12.0,3.0
1879,1922,3138,58,Boomers,Undergraduate,0,Single,91249.0,2012-10-20,84.0,1324.0,27.0,119.0,71.0,108.0,27.0,1676.0,0.0,7.0,9.0,22.0,6.0,4.0
1880,1923,4994,71,Boomers,Postgraduate,0,Single,77598.0,2013-01-10,53.0,1193.0,33.0,281.0,129.0,66.0,33.0,1735.0,1.0,7.0,5.0,25.0,13.0,3.0
1881,1924,7966,55,Gen X,Undergraduate,2,Single,80982.0,2013-08-01,48.0,505.0,137.0,401.0,104.0,22.0,22.0,1191.0,3.0,11.0,5.0,27.0,11.0,5.0
1882,1925,3112,37,Millenials,Postgraduate,1,Married,22701.0,2013-05-09,2.0,2.0,4.0,9.0,0.0,4.0,5.0,24.0,1.0,1.0,0.0,4.0,3.0,5.0
1883,1926,10872,45,Gen X,Postgraduate,1,Married,55212.0,2012-11-23,65.0,1103.0,0.0,45.0,0.0,0.0,34.0,1182.0,3.0,4.0,2.0,17.0,11.0,8.0
1884,1927,2181,44,Gen X,Undergraduate,0,Married,70617.0,2013-06-23,45.0,353.0,61.0,753.0,40.0,46.0,27.0,1280.0,1.0,3.0,3.0,13.0,7.0,2.0
1885,1928,1867,57,Gen X,Undergraduate,0,Single,64849.0,2012-11-13,42.0,652.0,48.0,350.0,94.0,84.0,108.0,1336.0,1.0,9.0,3.0,18.0,6.0,5.0
1886,1929,1518,49,Gen X,Postgraduate,2,Married,62694.0,2013-06-17,29.0,379.0,6.0,157.0,25.0,91.0,91.0,749.0,5.0,9.0,3.0,19.0,7.0,7.0
1887,1930,5734,40,Millenials,Postgraduate,2,Married,61917.0,2013-11-20,83.0,46.0,4.0,36.0,2.0,2.0,1.0,91.0,1.0,2.0,0.0,6.0,4.0,5.0
1888,1931,2878,67,Boomers,Postgraduate,1,Married,67472.0,2013-09-28,93.0,162.0,31.0,127.0,8.0,17.0,69.0,414.0,2.0,4.0,2.0,13.0,7.0,3.0
1889,1932,1458,32,Millenials,Postgraduate,1,Married,21059.0,2014-07-01,40.0,8.0,3.0,19.0,3.0,3.0,8.0,44.0,3.0,3.0,0.0,6.0,3.0,6.0
1890,1933,7007,46,Gen X,Postgraduate,2,Married,29543.0,2014-01-04,47.0,17.0,3.0,18.0,3.0,4.0,18.0,63.0,2.0,3.0,1.0,6.0,2.0,7.0
1891,1934,6200,63,Boomers,Undergraduate,1,Married,75903.0,2013-08-04,50.0,340.0,108.0,185.0,130.0,38.0,100.0,901.0,2.0,6.0,6.0,21.0,9.0,3.0
1892,1935,1403,39,Millenials,Postgraduate,2,Married,34984.0,2012-06-09,40.0,8.0,4.0,15.0,3.0,5.0,3.0,38.0,2.0,1.0,0.0,4.0,3.0,7.0
1893,1936,4827,58,Boomers,Postgraduate,1,Single,54998.0,2013-10-03,3.0,154.0,22.0,202.0,39.0,30.0,8.0,455.0,5.0,4.0,2.0,15.0,9.0,4.0
1894,1937,6250,65,Boomers,Postgraduate,1,Divorced,54356.0,2012-11-19,62.0,710.0,15.0,30.0,20.0,0.0,0.0,775.0,3.0,11.0,2.0,21.0,8.0,8.0
1895,1938,9291,55,Gen X,Postgraduate,1,Married,34242.0,2014-03-23,25.0,8.0,2.0,4.0,0.0,0.0,1.0,15.0,1.0,0.0,0.0,3.0,3.0,5.0
1896,1939,2478,41,Millenials,Undergraduate,1,Married,25410.0,2013-08-31,48.0,2.0,2.0,4.0,13.0,13.0,4.0,38.0,1.0,1.0,0.0,5.0,4.0,4.0
1897,1940,1139,30,Millenials,Postgraduate,0,Married,73356.0,2014-06-02,56.0,1050.0,14.0,322.0,0.0,14.0,112.0,1512.0,1.0,5.0,11.0,21.0,5.0,2.0
1898,1941,5138,64,Boomers,Undergraduate,1,Married,28320.0,2013-01-14,68.0,19.0,1.0,14.0,3.0,2.0,4.0,43.0,1.0,1.0,0.0,4.0,3.0,8.0
1899,1942,5393,37,Millenials,Undergraduate,1,Single,23763.0,2012-07-08,64.0,22.0,0.0,6.0,6.0,2.0,6.0,42.0,1.0,1.0,0.0,4.0,3.0,7.0
1900,1943,10413,30,Millenials,Undergraduate,0,Married,72570.0,2014-04-25,67.0,274.0,83.0,216.0,151.0,141.0,224.0,1089.0,1.0,4.0,6.0,22.0,12.0,1.0
1901,1944,5015,38,Millenials,Postgraduate,1,Married,34529.0,2012-09-14,94.0,68.0,6.0,38.0,3.0,6.0,41.0,162.0,2.0,2.0,2.0,7.0,3.0,7.0
1902,1945,10868,63,Boomers,Undergraduate,0,Divorced,70792.0,2013-06-02,82.0,344.0,45.0,654.0,104.0,11.0,114.0,1272.0,2.0,3.0,4.0,17.0,10.0,3.0
1903,1946,10676,32,Millenials,Undergraduate,0,Married,63211.0,2012-02-11,3.0,145.0,193.0,459.0,205.0,26.0,145.0,1173.0,2.0,3.0,8.0,18.0,7.0,2.0
1904,1947,2495,40,Millenials,Postgraduate,1,Married,83891.0,2014-06-20,24.0,217.0,38.0,350.0,111.0,85.0,15.0,816.0,1.0,4.0,7.0,21.0,10.0,1.0
1905,1948,7842,46,Gen X,Undergraduate,2,Single,36065.0,2013-03-31,54.0,18.0,7.0,34.0,10.0,2.0,3.0,74.0,3.0,3.0,0.0,6.0,3.0,8.0
1906,1949,9955,60,Boomers,Undergraduate,1,Married,39898.0,2013-12-02,20.0,69.0,8.0,26.0,12.0,7.0,12.0,134.0,2.0,3.0,0.0,7.0,4.0,7.0
1907,1950,6663,74,Boomers,Postgraduate,0,Single,51141.0,2013-08-07,96.0,144.0,0.0,7.0,0.0,0.0,6.0,157.0,1.0,3.0,1.0,8.0,4.0,5.0
1908,1951,2162,38,Millenials,Undergraduate,1,Married,56939.0,2013-09-18,19.0,256.0,34.0,103.0,90.0,29.0,49.0,561.0,2.0,3.0,3.0,16.0,10.0,3.0
1909,1952,3434,63,Boomers,Undergraduate,0,Single,80872.0,2014-12-05,60.0,483.0,72.0,567.0,94.0,12.0,108.0,1336.0,1.0,4.0,4.0,18.0,10.0,1.0
1910,1953,7919,38,Millenials,Postgraduate,0,Married,72335.0,2012-08-13,2.0,1285.0,105.0,653.0,28.0,21.0,0.0,2092.0,1.0,10.0,4.0,22.0,8.0,8.0
1911,1954,5626,50,Gen X,Postgraduate,0,Single,61798.0,2013-11-23,13.0,338.0,4.0,89.0,11.0,8.0,13.0,463.0,1.0,4.0,2.0,15.0,9.0,4.0
1912,1955,6428,64,Boomers,Postgraduate,0,Divorced,76842.0,2014-03-05,37.0,605.0,10.0,345.0,84.0,54.0,32.0,1130.0,1.0,1.0,8.0,16.0,7.0,0.0
1913,1956,8514,38,Millenials,Undergraduate,1,Married,29478.0,2014-01-17,59.0,8.0,0.0,7.0,3.0,1.0,1.0,20.0,1.0,1.0,0.0,4.0,3.0,6.0
1914,1957,10448,58,Boomers,Undergraduate,1,Single,46998.0,2012-10-22,55.0,172.0,41.0,86.0,45.0,6.0,27.0,377.0,5.0,5.0,3.0,13.0,5.0,7.0
1915,1958,2109,24,Gen Z,Undergraduate,0,Single,96843.0,2013-04-23,60.0,448.0,71.0,951.0,40.0,17.0,17.0,1544.0,1.0,6.0,11.0,27.0,10.0,2.0
1916,1959,7530,64,Boomers,Postgraduate,2,Divorced,56551.0,2014-07-05,48.0,67.0,4.0,32.0,17.0,2.0,16.0,138.0,3.0,2.0,1.0,7.0,4.0,4.0
1917,1960,8925,49,Gen X,Postgraduate,1,Married,70053.0,2013-03-07,38.0,512.0,53.0,98.0,81.0,179.0,89.0,1012.0,3.0,8.0,5.0,23.0,10.0,5.0
1918,1961,3009,52,Gen X,Postgraduate,0,Divorced,71670.0,2013-09-07,8.0,1462.0,16.0,128.0,0.0,0.0,160.0,1766.0,1.0,5.0,3.0,14.0,6.0,6.0
1919,1962,6355,36,Millenials,Undergraduate,2,Married,44359.0,2014-06-17,19.0,20.0,0.0,14.0,7.0,3.0,1.0,45.0,3.0,2.0,0.0,6.0,4.0,3.0
1920,1963,3517,62,Boomers,Undergraduate,2,Single,40887.0,2013-06-05,32.0,50.0,4.0,44.0,10.0,10.0,43.0,161.0,3.0,3.0,1.0,7.0,3.0,9.0
1921,1964,1158,48,Gen X,Undergraduate,1,Divorced,48877.0,2014-05-01,27.0,102.0,1.0,15.0,2.0,0.0,24.0,144.0,1.0,3.0,0.0,7.0,4.0,7.0
1922,1965,6203,67,Boomers,Undergraduate,0,Married,74485.0,2013-08-24,58.0,499.0,149.0,815.0,173.0,49.0,49.0,1734.0,1.0,6.0,7.0,25.0,12.0,3.0
1923,1966,7165,42,Gen X,Undergraduate,1,Married,64474.0,2013-10-22,59.0,381.0,35.0,172.0,56.0,86.0,93.0,823.0,2.0,8.0,2.0,20.0,10.0,5.0
1924,1967,3595,51,Gen X,Undergraduate,1,Married,77226.0,2014-02-28,29.0,631.0,43.0,239.0,128.0,76.0,21.0,1138.0,2.0,6.0,8.0,26.0,12.0,3.0
1925,1968,8537,65,Boomers,Undergraduate,0,Divorced,72643.0,2013-02-27,60.0,526.0,80.0,553.0,123.0,94.0,53.0,1429.0,1.0,3.0,10.0,20.0,7.0,2.0
1926,1969,4331,36,Millenials,Postgraduate,0,Married,85738.0,2014-01-23,41.0,913.0,26.0,376.0,17.0,26.0,13.0,1371.0,1.0,3.0,6.0,20.0,11.0,1.0
1927,1970,6281,48,Gen X,Undergraduate,1,Divorced,55686.0,2013-02-14,27.0,673.0,0.0,199.0,37.0,47.0,26.0,982.0,2.0,6.0,3.0,14.0,5.0,4.0
1928,1971,4338,31,Millenials,Undergraduate,1,Single,39062.0,2014-03-25,28.0,23.0,0.0,9.0,0.0,0.0,12.0,44.0,1.0,1.0,0.0,4.0,3.0,4.0
1929,1972,2452,43,Gen X,Undergraduate,2,Married,34600.0,2013-01-01,8.0,199.0,33.0,60.0,8.0,3.0,15.0,318.0,5.0,5.0,2.0,12.0,5.0,8.0
1930,1973,9507,39,Millenials,Undergraduate,1,Married,40794.0,2013-07-04,18.0,261.0,23.0,73.0,4.0,23.0,50.0,434.0,2.0,6.0,3.0,14.0,5.0,7.0
1931,1974,8360,43,Gen X,Postgraduate,2,Married,54690.0,2013-07-11,76.0,111.0,16.0,37.0,7.0,9.0,18.0,198.0,3.0,3.0,1.0,9.0,5.0,3.0
1932,1976,5117,51,Gen X,Postgraduate,0,Married,32632.0,2012-02-08,32.0,63.0,151.0,137.0,153.0,19.0,53.0,576.0,2.0,4.0,4.0,16.0,8.0,5.0
1933,1977,4867,46,Gen X,Postgraduate,2,Single,38236.0,2013-09-20,2.0,58.0,0.0,18.0,2.0,0.0,10.0,88.0,4.0,3.0,0.0,7.0,4.0,7.0
1934,1978,9289,35,Millenials,Undergraduate,1,Married,36781.0,2014-10-04,16.0,29.0,1.0,17.0,0.0,3.0,13.0,63.0,1.0,2.0,1.0,5.0,2.0,8.0
1935,1979,10913,30,Millenials,Postgraduate,1,Single,31385.0,2012-05-12,56.0,3.0,2.0,12.0,0.0,1.0,9.0,27.0,1.0,1.0,0.0,3.0,2.0,8.0
1936,1980,3032,30,Millenials,Undergraduate,1,Married,24570.0,2013-02-27,97.0,28.0,34.0,62.0,11.0,14.0,44.0,193.0,3.0,4.0,0.0,8.0,4.0,9.0
1937,1981,8524,40,Millenials,Postgraduate,1,Divorced,25509.0,2012-09-18,15.0,40.0,3.0,30.0,10.0,7.0,11.0,101.0,3.0,3.0,0.0,6.0,3.0,9.0
1938,1982,3334,63,Boomers,Undergraduate,0,Married,94642.0,2014-12-02,35.0,879.0,143.0,797.0,106.0,143.0,143.0,2211.0,0.0,5.0,7.0,21.0,9.0,1.0
1939,1983,4470,52,Gen X,Postgraduate,1,Married,58646.0,2013-10-06,3.0,62.0,1.0,44.0,6.0,5.0,22.0,140.0,1.0,2.0,1.0,7.0,4.0,4.0
1940,1984,1406,39,Millenials,Undergraduate,2,Single,53201.0,2013-12-02,49.0,280.0,7.0,81.0,20.0,0.0,27.0,415.0,8.0,6.0,3.0,14.0,5.0,7.0
1941,1985,8619,57,Gen X,Undergraduate,1,Married,21994.0,2012-12-24,4.0,9.0,0.0,6.0,3.0,1.0,3.0,22.0,1.0,0.0,0.0,3.0,3.0,5.0
1942,1986,10821,36,Millenials,Undergraduate,2,Married,57113.0,2013-06-02,45.0,182.0,4.0,33.0,0.0,2.0,42.0,263.0,6.0,4.0,1.0,10.0,5.0,7.0
1943,1987,4552,23,Gen Z,Undergraduate,0,Married,51373.0,2013-06-22,37.0,83.0,2.0,101.0,64.0,26.0,117.0,393.0,1.0,3.0,5.0,11.0,3.0,4.0
1944,1988,898,28,Millenials,Undergraduate,1,Married,23477.0,2013-10-21,39.0,38.0,15.0,54.0,3.0,8.0,29.0,147.0,3.0,3.0,0.0,7.0,4.0,8.0
1945,1989,9797,58,Boomers,Undergraduate,1,Married,58116.0,2014-04-13,38.0,228.0,19.0,130.0,4.0,11.0,51.0,443.0,2.0,3.0,3.0,14.0,8.0,2.0
1946,1990,10949,51,Gen X,Postgraduate,0,Divorced,72968.0,2013-12-16,8.0,1092.0,37.0,592.0,145.0,37.0,55.0,1958.0,1.0,5.0,5.0,18.0,8.0,3.0
1947,1991,8212,43,Gen X,Postgraduate,1,Married,39791.0,2013-03-28,89.0,85.0,15.0,27.0,13.0,13.0,21.0,174.0,2.0,3.0,1.0,8.0,4.0,7.0
1948,1992,6248,67,Boomers,Postgraduate,0,Single,91712.0,2013-10-17,47.0,1276.0,24.0,746.0,94.0,29.0,48.0,2217.0,0.0,9.0,7.0,27.0,11.0,3.0
1949,1993,10164,56,Gen X,Undergraduate,1,Single,94472.0,2014-03-04,75.0,1017.0,33.0,417.0,108.0,100.0,16.0,1691.0,1.0,5.0,5.0,15.0,5.0,5.0
1950,1994,4547,54,Gen X,Undergraduate,2,Married,13672.0,2013-04-17,86.0,6.0,2.0,9.0,2.0,1.0,5.0,25.0,2.0,1.0,0.0,4.0,3.0,8.0
1951,1995,6815,34,Millenials,Postgraduate,0,Married,96547.0,2014-05-23,4.0,448.0,21.0,125.0,52.0,101.0,62.0,809.0,0.0,7.0,6.0,21.0,8.0,2.0
1952,1996,4122,39,Millenials,Undergraduate,0,Married,79205.0,2012-08-29,73.0,504.0,23.0,117.0,179.0,28.0,44.0,895.0,1.0,6.0,5.0,15.0,4.0,4.0
1953,1997,10841,39,Millenials,Postgraduate,1,Married,56559.0,2012-12-25,46.0,226.0,22.0,133.0,41.0,31.0,31.0,484.0,3.0,4.0,3.0,15.0,8.0,4.0
1954,1998,5370,41,Millenials,Postgraduate,1,Married,32644.0,2013-01-16,38.0,239.0,3.0,141.0,0.0,7.0,23.0,413.0,4.0,7.0,1.0,14.0,6.0,8.0
1955,1999,176,34,Millenials,Postgraduate,1,Single,67506.0,2014-02-01,73.0,90.0,38.0,67.0,33.0,36.0,67.0,331.0,1.0,4.0,1.0,11.0,6.0,3.0
1956,2000,4860,44,Gen X,Undergraduate,1,Single,24206.0,2013-08-03,66.0,7.0,2.0,8.0,3.0,2.0,3.0,25.0,1.0,1.0,0.0,4.0,3.0,6.0
1957,2001,10757,47,Gen X,Postgraduate,1,Divorced,28420.0,2013-12-24,36.0,4.0,2.0,5.0,2.0,0.0,0.0,13.0,1.0,1.0,0.0,3.0,2.0,6.0
1958,2002,4023,44,Gen X,Undergraduate,1,Married,22979.0,2012-06-09,29.0,16.0,17.0,19.0,20.0,21.0,22.0,115.0,3.0,3.0,2.0,7.0,2.0,8.0
1959,2003,6679,48,Gen X,Undergraduate,0,Single,33279.0,2014-12-06,29.0,10.0,3.0,3.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,3.0,3.0,3.0
1960,2004,9923,42,Gen X,Postgraduate,2,Single,46423.0,2013-09-18,6.0,68.0,0.0,16.0,0.0,0.0,8.0,92.0,3.0,2.0,0.0,6.0,4.0,7.0
1961,2005,7181,37,Millenials,Undergraduate,1,Married,30368.0,2013-07-11,97.0,35.0,0.0,13.0,2.0,0.0,2.0,52.0,2.0,2.0,0.0,5.0,3.0,8.0
1962,2006,3599,44,Gen X,Undergraduate,1,Married,63684.0,2012-11-26,61.0,575.0,80.0,428.0,208.0,93.0,80.0,1464.0,3.0,8.0,4.0,20.0,8.0,5.0
1963,2007,405,50,Gen X,Undergraduate,1,Divorced,41638.0,2013-02-13,68.0,315.0,0.0,31.0,4.0,0.0,91.0,441.0,4.0,5.0,5.0,13.0,3.0,8.0
1964,2008,6870,55,Gen X,Postgraduate,1,Divorced,68805.0,2013-09-17,73.0,182.0,2.0,49.0,17.0,13.0,20.0,283.0,1.0,3.0,1.0,11.0,7.0,2.0
1965,2009,832,48,Gen X,Postgraduate,1,Married,65814.0,2014-02-03,90.0,561.0,14.0,113.0,10.0,14.0,35.0,747.0,3.0,8.0,2.0,20.0,10.0,5.0
1966,2010,2002,56,Gen X,Undergraduate,0,Divorced,71964.0,2013-05-20,81.0,587.0,51.0,932.0,180.0,34.0,86.0,1870.0,1.0,5.0,6.0,16.0,5.0,3.0
1967,2011,3657,28,Millenials,Undergraduate,1,Single,39146.0,2013-02-14,1.0,94.0,1.0,33.0,13.0,12.0,12.0,165.0,3.0,4.0,0.0,8.0,4.0,8.0
1968,2012,500,37,Millenials,Undergraduate,0,Married,96876.0,2013-06-08,79.0,908.0,43.0,735.0,40.0,194.0,21.0,1941.0,1.0,7.0,7.0,23.0,9.0,2.0
1969,2013,1951,33,Millenials,Undergraduate,0,Married,34445.0,2013-01-27,92.0,228.0,122.0,122.0,208.0,129.0,30.0,839.0,6.0,11.0,2.0,21.0,8.0,9.0
1970,2014,3262,56,Gen X,Undergraduate,0,Single,68281.0,2012-07-08,31.0,995.0,112.0,417.0,42.0,48.0,41.0,1655.0,1.0,2.0,9.0,24.0,13.0,5.0
1971,2015,4102,39,Millenials,Postgraduate,2,Married,37284.0,2013-03-29,46.0,11.0,1.0,2.0,2.0,1.0,6.0,23.0,1.0,0.0,0.0,3.0,3.0,6.0
1972,2016,7042,31,Millenials,Undergraduate,0,Married,36790.0,2013-01-03,14.0,3.0,3.0,14.0,15.0,21.0,10.0,66.0,1.0,2.0,1.0,5.0,2.0,9.0
1973,2017,10598,47,Gen X,Undergraduate,2,Married,27943.0,2013-04-15,89.0,12.0,1.0,16.0,4.0,1.0,3.0,37.0,3.0,2.0,0.0,5.0,3.0,8.0
1974,2018,255,63,Boomers,Undergraduate,2,Divorced,22263.0,2014-03-30,31.0,17.0,0.0,2.0,0.0,0.0,2.0,21.0,2.0,1.0,0.0,4.0,3.0,6.0
1975,2019,2375,42,Gen X,Undergraduate,3,Married,30261.0,2012-09-25,75.0,8.0,0.0,5.0,0.0,3.0,6.0,22.0,1.0,0.0,0.0,3.0,3.0,8.0
1976,2020,9829,36,Millenials,Undergraduate,1,Married,28587.0,2014-12-02,42.0,22.0,4.0,17.0,12.0,10.0,13.0,78.0,3.0,2.0,0.0,6.0,4.0,6.0
1977,2021,6214,32,Millenials,Postgraduate,1,Married,43815.0,2013-05-04,53.0,14.0,10.0,29.0,4.0,7.0,15.0,79.0,1.0,2.0,0.0,5.0,3.0,6.0
1978,2022,4954,58,Boomers,Undergraduate,2,Married,48195.0,2014-01-21,53.0,106.0,27.0,68.0,52.0,7.0,5.0,265.0,6.0,4.0,2.0,11.0,5.0,6.0
1979,2023,7861,62,Boomers,Postgraduate,1,Married,77027.0,2014-05-02,23.0,820.0,57.0,242.0,45.0,0.0,11.0,1175.0,2.0,8.0,3.0,17.0,6.0,4.0
1980,2024,4837,49,Gen X,Postgraduate,1,Married,71322.0,2013-02-16,57.0,753.0,43.0,226.0,69.0,10.0,204.0,1305.0,2.0,8.0,5.0,26.0,13.0,4.0
1981,2025,9423,35,Millenials,Postgraduate,1,Married,32765.0,2014-02-23,49.0,13.0,3.0,17.0,7.0,3.0,3.0,46.0,2.0,2.0,0.0,6.0,4.0,5.0
1982,2026,4198,49,Gen X,Undergraduate,2,Married,29672.0,2013-12-03,6.0,9.0,1.0,3.0,0.0,4.0,8.0,25.0,1.0,0.0,0.0,3.0,3.0,6.0
